"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"74",75,81,1.11308932523969,0.0297769801703096,1.05556771632291,1.06457142125842,1.09276064884338,1.11285798023592,1.1331774844838,1.16251308867765,1.17185135536692
"75",76,82,1.10747767485344,0.0382539923447931,1.03242837171745,1.04327479315087,1.08054704361015,1.10871221116961,1.13482525915529,1.16846968756211,1.1789384390307
"76",77,83,1.09638536873513,0.0405898801723482,1.01978633033599,1.02996988625122,1.06673546031181,1.09676025043062,1.12585739555793,1.16228731810226,1.17302381351338
"77",78,84,1.10576572545186,0.0402675607783985,1.03121246317129,1.04108395224913,1.07626944518668,1.10521068253629,1.13479521172677,1.17222428971779,1.18325511956421
"78",79,85,1.11308118992653,0.0417716722256174,1.03545238666004,1.04592221907236,1.08220082919014,1.11271236967361,1.14352032551282,1.18153439234484,1.19272921629284
"79",80,86,1.08648815520837,0.0425387203103299,1.00823196598059,1.0182581072508,1.05475234715781,1.08611470391089,1.11770423611793,1.15620163533037,1.16736132931321
"80",81,87,1.06188673401348,0.0381325686796787,0.992242365366006,1.00165439068603,1.03390086377431,1.0605973611383,1.0891500384934,1.12591881205042,1.13669591217377
"81",82,88,1.05041255207283,0.0330972596585951,0.989439402548413,0.997980122055274,1.02679144917788,1.04921368704419,1.07309854926405,1.10650202496917,1.11682483353621
"82",83,89,1.04103065703563,0.0297741914821133,0.985154691825735,0.993482851545888,1.02026370717295,1.040228739603,1.06105199664541,1.09138463886217,1.10090910917233
"83",84,90,1.0460577731557,0.0277228440629985,0.993376271431406,1.00129783181846,1.02695115688686,1.04555631638495,1.06461986105209,1.09255573316006,1.10176165118442
"84",85,91,1.00211134599338,0.0266539436310955,0.951054976926468,0.958938857742178,0.983781644352433,1.00166369018714,1.0200302084914,1.04663795789768,1.05537294151024
"85",86,92,0.990823284997923,0.0236680981917264,0.945018963229689,0.952234225931349,0.974773597117908,0.990600883926587,1.00662889677512,1.0300554799176,1.037610640576
"86",87,93,1.01133158470136,0.0236268485726611,0.965322264509684,0.972679762520206,0.995314113578951,1.01125652264254,1.02719953593007,1.05035744030954,1.05809125286181
"87",88,94,1.03126394306845,0.0235942596859302,0.985442465172613,0.992727302391221,1.01526467728242,1.03112969462095,1.04708653818007,1.07034961995752,1.078040737124
"88",89,95,1.09236529805249,0.0247854404960314,1.04415789781175,1.0518317948367,1.07555059923189,1.0922622979106,1.10897448308947,1.13340280402014,1.14138164106543
"89",90,96,1.16126282209269,0.0327574318791242,1.09585217225743,1.10581123252669,1.13894176156954,1.16228866859358,1.18426858150565,1.21354601132233,1.22268046777044
"90",91,97,1.19913935593219,0.0494003086125546,1.10240043779543,1.11422715929624,1.16235695924223,1.2037356658612,1.23698193387607,1.27331946365155,1.28391256394759
"91",92,98,1.24736450784257,0.0652453554790261,1.12619264573695,1.13876496208856,1.19524617501609,1.25231533347131,1.30027999424886,1.34514868906682,1.35700911745195
"92",93,99,1.26799620881212,0.0818820470245085,1.12201288435228,1.13496914447469,1.20008741110769,1.27231003010564,1.33669914913279,1.3910111893418,1.4043446577024
"93",94,100,1.25629609162549,0.0909555491048945,1.09973001201638,1.11256614146937,1.17957400293483,1.25772273397433,1.33375178233248,1.3956195666213,1.40988085758438
"94",95,101,1.22444209548316,0.0901603563964212,1.07410418085227,1.08620842968126,1.14804941230394,1.22218684018616,1.30049763507738,1.36715770317392,1.38120565016453
"95",96,102,1.18990287511453,0.0822270736787687,1.05563744548737,1.06668354495344,1.12049095583973,1.1854482252623,1.25823163648107,1.32336203158232,1.33720934935676
"96",97,103,1.1334732445958,0.0703356943215988,1.01957402937604,1.02955832916655,1.07498033514275,1.12802260307464,1.19051374568802,1.25064302594716,1.26394881824721
"97",98,104,1.09121286446344,0.0547469164773912,1.0029770560405,1.01182786611757,1.04684509233432,1.08531064852637,1.13366793515147,1.18546691758534,1.19756040283939
"98",99,105,1.05015606223042,0.0410844700824252,0.982091111549423,0.989978262799859,1.01842555221698,1.04549443698626,1.08006443809069,1.12243741021332,1.1331280766542
"99",100,106,1.03295734524579,0.0299812244312944,0.980911612974544,0.987887127041017,1.0111725772673,1.03021091621033,1.05306037599595,1.08612862155762,1.09578683107037
"100",101,107,1.02182815365351,0.0239110076678825,0.977820827585404,0.9842504420813,1.00518594723637,1.02076523927359,1.03757757204976,1.06302674963709,1.07121661559271
"101",102,108,1.02859018053175,0.0212590190181632,0.987895328579075,0.994335427867263,1.01400586017305,1.02818388627904,1.04265961208474,1.06426127590086,1.07138451028355
"102",103,109,1.00509453609627,0.0203280952725544,0.965931548035234,0.972086556937388,0.991209096457651,1.00487564696568,1.01869353256208,1.03893237314769,1.04556895379399
"103",104,110,1.01872915479487,0.0196004083860707,0.980709082210637,0.986714356148997,1.00542230569153,1.01854317661572,1.03185673123844,1.05124790795536,1.05757886328491
"104",105,111,1.02823003021315,0.0195978216928961,0.990250815821883,0.99621197945513,1.01495471677861,1.02809366762273,1.04136346659028,1.06069274017291,1.06708214788139
"105",106,112,1.04875079371269,0.0200867995409,1.00975527561536,1.01588764938461,1.03512539521861,1.04861572253343,1.06225300796969,1.08195716784738,1.08846602430578
"106",107,113,1.04995361275153,0.0216510423378185,1.00764947203188,1.01431250533497,1.03530039224265,1.04996607161485,1.06463569340494,1.08549118212971,1.09228612277072
"107",108,114,1.05569377450261,0.0226832556190932,1.0115919106057,1.01841662704564,1.04017933739302,1.05568718090881,1.07113359156468,1.09295553389382,1.10000004966119
"108",109,115,1.05104054568357,0.0237451203706302,1.00501573848011,1.01201291582157,1.03470161760655,1.05103361367822,1.06732234734757,1.09005949844976,1.09734666421908
"109",110,116,1.08606124523994,0.0242480201612001,1.03944398385436,1.04652764922259,1.06930362030737,1.08591518127656,1.10268860155678,1.12626245697632,1.13354275330227
